Product_ID,Product_Name,Category,Brand,Price,Manufacturer,Launch_Date,Shelf_Life_Years,Stock_Quantity,Discount_Available,Rating_Average
17,Soap,Personal Care,BrandX,37.80647058332472,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,385,No,2.619403449411454
18,Soap,Personal Care,BrandZ,26.741504569429907,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,408,Yes,1.1503373283528107
19,Soap,Beauty,BrandX,12.893083827060376,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,273,No,3.9783415495579186
20,Toothpaste,Personal Care,BrandX,36.62208079229702,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,427,Yes,1.2320720063392332
21,Shampoo,Health,BrandZ,33.79699389461894,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,52,No,1.3993121758552345
22,Deodorant,Beauty,BrandY,29.72216279675246,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,321,No,3.877161478602796
23,Toothpaste,Hygiene,BrandY,45.00176996457486,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,409,No,4.252620613604995
24,Deodorant,Health,BrandZ,38.5804820854799,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,195,No,
25,Shampoo,Hygiene,BrandA,28.738830122338815,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,162,No,1.2584171387404348
26,Soap,Hygiene,BrandA,5.024676914282342,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,319,Yes,3.5544052865473152
27,Toothpaste,Personal Care,BrandY,38.2698707399384,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,333,Yes,4.583381303217363
28,Lotion,Personal Care,BrandX,30.144426784493916,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,101,Yes,1.365792605237762
29,Toothpaste,Beauty,BrandA,19.667384938655218,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,31,No,4.16350936693015
30,Lotion,Personal Care,BrandZ,,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,386,Yes,1.7734392633676346
31,Shampoo,Hygiene,BrandZ,40.83109195716303,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,94,No,2.4025249795882395
32,Shampoo,Beauty,BrandX,17.516284704664002,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,93,Yes,3.943121982948603
33,Shampoo,Health,BrandY,41.83690283009575,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,263,No,1.444338599064353
34,Toothpaste,Hygiene,BrandX,18.203260369964223,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,147,No,3.7499984326570193
35,Soap,Beauty,BrandX,3.8613004600686054,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,42,Yes,1.9990920917480857
36,Deodorant,Beauty,BrandX,9.65657267044031,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,429,Yes,1.9458584621323287
37,Lotion,Personal Care,BrandX,19.072100696691933,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,45,No,1.6079908697285115
38,Lotion,Hygiene,BrandY,39.81896309925189,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,113,Yes,
39,Deodorant,Beauty,BrandY,44.55479735754024,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,440,Yes,2.6646445797441243
40,Lotion,Personal Care,BrandA,,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,287,Yes,3.665903382470553
41,Shampoo,Hygiene,BrandX,47.12756396817895,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,195,Yes,4.242523532381928
42,Deodorant,Hygiene,BrandA,27.453045319091164,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,362,Yes,2.169595690911549
43,Soap,Hygiene,BrandA,28.604047849454634,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,249,No,1.1698330976069529
44,Toothpaste,Beauty,BrandA,24.565172145993117,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,73,Yes,3.426480473503207
45,Soap,Beauty,BrandX,33.763570189309554,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,136,No,4.974461790507049
46,Lotion,Hygiene,BrandA,44.43939268203917,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,170,No,3.570862576364311
47,Lotion,Personal Care,BrandX,37.34635222449184,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,257,Yes,1.9744733949358269
48,Toothpaste,Hygiene,BrandZ,,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,300,Yes,3.5095998763840113
49,Lotion,Beauty,BrandY,10.502479840065105,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,493,No,3.3463877942101994
50,Deodorant,Personal Care,BrandY,46.92297427171994,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,51,Yes,4.250206554152491
51,Shampoo,Health,BrandY,46.844555502773325,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,28,Yes,3.6376154056102856
52,Lotion,Health,BrandA,13.16472489079391,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,12,No,4.647838882773493
53,Lotion,Beauty,BrandX,5.0641808677439215,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,197,Yes,1.5632144461555617
54,Soap,Beauty,BrandZ,35.96142943339981,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,493,No,4.176307453279937
55,Soap,Personal Care,BrandX,43.08336928781779,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,163,No,1.881024498788252
56,Lotion,Personal Care,BrandZ,17.054795903703702,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,21,No,4.8345285346186655
57,Soap,Hygiene,BrandZ,22.352420872056776,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,4,No,4.098023514186691
58,Lotion,Health,BrandX,47.008159787458425,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,220,No,1.8532676442215368
59,Toothpaste,Hygiene,BrandY,34.09215875795924,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,371,Yes,1.4524253150767916
60,Toothpaste,Personal Care,BrandX,27.931175413752147,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,458,Yes,2.7878935295302827
61,Lotion,Health,BrandY,32.61428172019335,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,491,No,1.7569962004728232
62,Lotion,Beauty,BrandX,17.278356937439142,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,279,No,2.5647251616341715
63,Toothpaste,Health,BrandA,42.56799811482976,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,101,No,3.6052380367907437
64,Shampoo,Hygiene,BrandA,10.271874432033805,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,338,No,1.8073846953403292
65,Lotion,Personal Care,BrandZ,24.98106766273456,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,99,No,4.39576719952036
66,Shampoo,Personal Care,BrandY,5.781774330031018,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,349,No,4.887095741502203
67,Shampoo,Hygiene,BrandX,48.75765249494713,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,289,No,1.469101132160858
68,Lotion,Beauty,BrandZ,32.06618469987602,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,341,No,4.079362026642351
69,Lotion,Beauty,BrandY,37.75855389959415,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,424,Yes,1.2136517185023208
70,Soap,Hygiene,BrandZ,9.507939460904023,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,467,No,4.803006837186808
71,Lotion,Beauty,BrandY,36.87139271698757,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,296,No,1.9249037417679844
72,Toothpaste,Hygiene,BrandZ,18.96991773115074,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,35,Yes,
73,Shampoo,Hygiene,BrandY,25.121266246507776,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,341,Yes,4.096079618792721
74,Soap,Beauty,BrandY,24.112699054697458,Manufacturer2,2023-09-13 17:14:59.282233056,,408,Yes,
75,Lotion,Hygiene,BrandZ,6.711934269199942,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,415,Yes,4.492426429737739
76,Soap,Beauty,BrandY,4.082564409994866,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,316,Yes,4.338080713696229
77,Shampoo,Personal Care,BrandX,43.22559476494121,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,86,No,2.451120841068851
78,Toothpaste,Personal Care,BrandY,39.10960033373064,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,489,No,4.564256666374065
79,Soap,Hygiene,BrandX,31.625561627380826,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,151,No,1.092269261592555
80,Lotion,Health,BrandA,5.1724488423373,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,1,Yes,4.0022836602729885
81,Toothpaste,Personal Care,BrandY,32.61435233427395,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,111,No,4.196334183229062
82,Shampoo,Beauty,BrandZ,26.316380874663025,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,395,No,
83,Toothpaste,Beauty,BrandZ,48.48014028588483,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,23,Yes,2.2400146683736972
84,Lotion,Beauty,BrandA,16.076201825794595,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,15,Yes,4.237177187237356
85,Soap,Hygiene,BrandZ,8.759375429001636,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,376,Yes,2.3381314749373985
86,Deodorant,Hygiene,BrandZ,38.01643004719803,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,83,No,2.986258100240677
87,Lotion,Health,BrandA,41.052417728703375,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,171,No,4.432215012784446
88,Deodorant,Hygiene,BrandA,39.43615570820387,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,101,Yes,2.404512578482279
89,Shampoo,Hygiene,BrandZ,49.44386206004468,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,139,Yes,3.814677204638256
90,Deodorant,Health,BrandA,32.080098519667324,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,239,No,2.605140055309774
91,Soap,Personal Care,BrandX,10.002518723201364,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,290,Yes,3.76741196194915
92,Shampoo,Personal Care,BrandA,36.77576410735737,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,114,Yes,4.176142028153707
93,Lotion,Personal Care,BrandY,43.92143476224312,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,486,No,2.7610010652908583
94,Shampoo,Health,BrandZ,21.774145908809544,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,449,Yes,4.465188186665518
95,Shampoo,Hygiene,BrandA,5.214336939557546,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,381,No,4.698881078170835
96,Soap,Beauty,BrandX,45.76788184389654,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,485,No,3.5240428793260987
97,Toothpaste,Health,BrandY,33.165513310491356,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,38,No,1.8171803137369769
98,Shampoo,Personal Care,BrandZ,32.535882875237945,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,435,Yes,2.6838678674519847
99,Shampoo,Health,BrandA,25.98538246967992,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,86,No,2.135456898940224
100,Shampoo,Health,BrandA,34.625576700638696,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,318,Yes,
101,Toothpaste,Health,BrandZ,47.6828426140502,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,150,Yes,2.5126868333266605
102,Toothpaste,Beauty,BrandY,7.2241117487353215,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,263,Yes,1.4611538444696093
103,Lotion,Hygiene,BrandY,17.576571223343464,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,328,No,4.224827834376507
104,Soap,Personal Care,BrandA,20.441979265531067,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,188,Yes,4.526488338307031
105,Shampoo,Health,BrandX,27.99662418944982,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,132,No,3.4342160698598896
106,Soap,Health,BrandA,35.38102656124897,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,177,No,1.8164549824767704
107,Soap,Beauty,BrandA,16.69589837079626,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,267,No,2.9916211866719853
108,Lotion,Health,BrandZ,8.102710044924773,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,116,Yes,1.4174352836895006
109,Shampoo,Beauty,BrandY,19.003996308673266,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,317,No,1.4640771693370769
110,Deodorant,Hygiene,BrandX,23.240464001732605,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,116,No,4.157001886569226
111,Soap,Health,BrandA,47.168005469159056,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,290,No,1.3894386935462855
112,Soap,Hygiene,BrandZ,34.268941019302105,Manufacturer3,2023-09-13 17:14:59.282233056,,231,No,1.3014855979823565
113,Soap,Health,BrandX,14.69562027238488,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,324,Yes,1.7023325713570578
114,Soap,Personal Care,BrandX,19.211741204872,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,430,Yes,3.973921680318365
115,Lotion,Beauty,BrandZ,19.477134965355326,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,17,Yes,
116,Soap,Personal Care,BrandY,15.447219314713967,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,335,Yes,3.212658603122841
117,Shampoo,Health,BrandY,28.260094833954668,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,191,Yes,2.0325307786015667
118,Shampoo,Personal Care,BrandX,39.40291749929247,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,406,No,3.459744488132112
119,Toothpaste,Personal Care,BrandX,25.922116796960644,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,399,Yes,2.3097645532308086
120,Soap,Personal Care,BrandX,8.268579500803698,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,213,No,1.2694514255530684
121,Soap,Beauty,BrandA,38.15920697127719,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,457,Yes,2.9526016609887042
122,Lotion,Beauty,BrandZ,,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,40,Yes,4.074961186826365
123,Soap,Personal Care,BrandY,27.55169980110954,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,249,Yes,2.700297318360054
124,Shampoo,Beauty,BrandZ,11.299793098152115,Manufacturer3,2023-09-13 17:14:59.282233056,,164,Yes,1.6810037551879606
125,Toothpaste,Hygiene,BrandY,20.34526767352537,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,346,Yes,3.260939876773026
126,Toothpaste,Health,BrandZ,48.873462436962484,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,206,No,4.215890876716593
127,Lotion,Personal Care,BrandY,15.10368356509846,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,321,No,2.8809128953794203
128,Shampoo,Health,BrandX,13.379539255030164,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,452,Yes,2.9486632362591534
129,Deodorant,Beauty,BrandY,,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,470,Yes,1.760213204388355
130,Lotion,Beauty,BrandZ,35.12874880485935,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,263,Yes,4.938291732656523
131,Soap,Hygiene,BrandA,17.587555561164834,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,184,No,
132,Shampoo,Hygiene,BrandA,9.966589844897559,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,394,No,4.281417305834508
133,Lotion,Health,BrandY,20.026647747145297,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,432,Yes,2.779005292014373
134,Deodorant,Beauty,BrandX,47.30193115080539,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,331,Yes,1.8922455315705635
135,Toothpaste,Hygiene,BrandZ,20.295748727334782,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,71,Yes,1.27383024854782
136,Deodorant,Health,BrandX,31.12220917995885,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,454,Yes,4.324874462655073
137,Shampoo,Personal Care,BrandZ,14.7705057651616,Manufacturer1,2023-09-13 17:14:59.282233056,,63,Yes,3.80146451505028
138,Shampoo,Health,BrandZ,17.884508681500186,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,99,No,3.071728870213086
139,Toothpaste,Hygiene,BrandA,15.711856288659336,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,97,No,2.557732084296186
140,Lotion,Health,BrandZ,40.54919084068591,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,252,Yes,3.4703097436164456
141,Soap,Beauty,BrandX,30.592656681454915,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,81,No,1.1482890521903175
142,Lotion,Personal Care,BrandA,22.36940633512291,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,202,Yes,4.921413234223174
143,Soap,Health,BrandY,12.680331205697504,Manufacturer2,2023-09-13 17:14:59.282233056,,73,Yes,3.400512285070568
144,Toothpaste,Personal Care,BrandZ,48.74780766769881,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,378,No,3.938234226351027
145,Soap,Health,BrandX,,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,372,Yes,
146,Toothpaste,Hygiene,BrandA,25.200060992379846,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,118,Yes,1.0662915363382646
147,Deodorant,Hygiene,BrandY,33.39810201890728,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,127,No,3.2356994259808034
148,Deodorant,Hygiene,BrandY,39.33425317066332,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,91,No,1.5367596358979796
149,Deodorant,Health,BrandX,13.930560531978465,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,97,Yes,1.0143174175636012
150,Soap,Personal Care,BrandZ,34.767206415437805,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,130,No,2.857777652643919
151,Toothpaste,Hygiene,BrandX,27.406880280015947,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,435,No,4.224191060017825
152,Lotion,Beauty,BrandY,41.129265953861974,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,222,Yes,1.1120442409397309
153,Lotion,Beauty,BrandY,13.129682316330824,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,40,Yes,3.7795649916781633
154,Soap,Hygiene,BrandZ,47.44395618991975,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,364,Yes,2.932489592509599
155,Deodorant,Health,BrandZ,12.482262175299885,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,404,Yes,4.784993504524715
156,Shampoo,Hygiene,BrandX,6.767735188241764,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,63,No,2.8741965639237157
157,Toothpaste,Health,BrandZ,47.00802478947605,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,253,Yes,4.554321026692856
158,Toothpaste,Health,BrandX,10.614456067198697,Manufacturer1,2023-09-13 17:14:59.282233056,,233,No,4.19399107475224
159,Deodorant,Health,BrandA,19.880023321904037,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,276,No,1.620615635536773
160,Lotion,Hygiene,BrandX,40.47817606303714,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,144,No,1.5902283441436693
161,Lotion,Beauty,BrandX,10.441450510049185,Manufacturer2,2023-09-13 17:14:59.282233056,,323,No,3.2359923501637726
162,Lotion,Personal Care,BrandZ,8.601831019354012,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,429,Yes,1.5773784741889676
163,Deodorant,Personal Care,BrandY,42.333039339227724,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,429,Yes,2.6180307776453273
164,Soap,Hygiene,BrandZ,49.448579725149926,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,155,Yes,2.5515207932266217
165,Lotion,Hygiene,BrandX,24.1116577021659,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,303,No,1.928662228701469
166,Shampoo,Hygiene,BrandA,39.383492677208714,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,272,Yes,1.4399653124479608
167,Lotion,Beauty,BrandZ,38.62688305432027,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,59,No,4.4289009275466515
168,Lotion,Hygiene,BrandX,6.5512705167059355,Manufacturer1,2023-09-13 17:14:59.282233056,,489,Yes,3.2752876768859367
169,Soap,Health,BrandZ,16.487889107369607,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,61,Yes,3.057326907142028
170,Toothpaste,Health,BrandX,46.80446154087279,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,475,Yes,4.886559227551045
171,Lotion,Personal Care,BrandA,27.382269167752995,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,450,Yes,4.1458862820113875
172,Shampoo,Health,BrandX,,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,303,No,4.882867505100597
173,Lotion,Hygiene,BrandZ,31.24259942556412,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,321,No,2.7385304460330797
174,Toothpaste,Health,BrandZ,27.172851958930362,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,375,No,4.507879356934622
175,Shampoo,Beauty,BrandA,40.844657427074125,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,242,Yes,2.682459980035877
176,Toothpaste,Health,BrandA,39.61017532582752,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,10,Yes,4.350901862656215
177,Deodorant,Hygiene,BrandX,18.14281401116269,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,195,Yes,4.79117836045312
178,Soap,Hygiene,BrandA,35.173603753845875,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,422,Yes,1.2358970555216295
179,Deodorant,Health,BrandA,32.508045830083326,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,168,Yes,2.288266366260895
180,Toothpaste,Personal Care,BrandA,44.16789716641198,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,407,Yes,4.6096789881250135
181,Deodorant,Health,BrandX,29.38416109275613,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,354,Yes,2.9575196966788964
182,Toothpaste,Personal Care,BrandA,20.751489693340027,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,14,Yes,
183,Toothpaste,Personal Care,BrandX,33.01769261191225,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,499,Yes,3.072779245299439
184,Shampoo,Hygiene,BrandA,40.246460176976335,Manufacturer1,2023-09-13 17:14:59.282233056,1.0,483,Yes,3.3691361213848348
185,Lotion,Hygiene,BrandA,9.899738420841883,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,63,Yes,1.1582726381063941
186,Lotion,Health,BrandA,40.26972902400891,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,259,Yes,1.0643353544328766
187,Soap,Beauty,BrandY,24.38466062443097,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,69,Yes,1.581766578926206
188,Deodorant,Health,BrandA,44.66264350107081,Manufacturer3,2023-09-13 17:14:59.282233056,4.0,28,No,1.8492205610719217
189,Deodorant,Hygiene,BrandZ,42.04447987268145,Manufacturer2,2023-09-13 17:14:59.282233056,1.0,3,Yes,2.3007375939621064
190,Shampoo,Hygiene,BrandA,9.944811508559129,Manufacturer1,2023-09-13 17:14:59.282233056,4.0,169,No,3.395300354441866
191,Lotion,Hygiene,BrandX,44.230515596725546,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,298,No,2.727843414907269
192,Toothpaste,Beauty,BrandZ,13.909388660980744,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,134,No,2.6985135487660044
193,Soap,Hygiene,BrandX,,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,384,No,3.892781893047097
194,Toothpaste,Personal Care,BrandY,48.607027928675336,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,150,Yes,1.1947963083064663
195,Shampoo,Health,BrandX,35.65425307427569,Manufacturer2,2023-09-13 17:14:59.282233056,3.0,452,No,3.9989937010878007
196,Shampoo,Personal Care,BrandZ,25.837250804048963,Manufacturer2,2023-09-13 17:14:59.282233056,4.0,436,No,1.392845675536543
197,Toothpaste,Health,BrandZ,19.096435308828518,Manufacturer2,2023-09-13 17:14:59.282233056,,30,No,3.898792178848311
198,Soap,Beauty,BrandZ,26.68281875794538,Manufacturer1,2023-09-13 17:14:59.282233056,2.0,258,Yes,4.864797298183831
199,Lotion,Health,BrandX,13.378155703630673,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,442,No,2.09323477705145
200,Lotion,Hygiene,BrandY,6.8520054377732595,Manufacturer1,2023-09-13 17:14:59.282233056,3.0,264,No,3.779631075407394
201,Deodorant,Hygiene,BrandY,44.20145641392212,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,480,No,3.2759972757505476
202,Shampoo,Personal Care,BrandZ,24.757140472818335,Manufacturer3,2023-09-13 17:14:59.282233056,1.0,265,No,1.0015218219244546
203,Soap,Personal Care,BrandA,4.485446444335878,Manufacturer3,2023-09-13 17:14:59.282233056,2.0,375,Yes,3.402788790333117
204,Lotion,Hygiene,BrandZ,24.707304662955448,Manufacturer2,2023-09-13 17:14:59.282233056,2.0,75,No,1.04090522215794
205,Lotion,Health,BrandZ,13.552100263306949,Manufacturer3,2023-09-13 17:14:59.282233056,3.0,49,Yes,1.7127516976440753
